alias_id,alias,canonical_model_id,canonical_name,brand,alias_type,source_file,source_row,status,ambiguous,conflict,notes
apple_iphone_11_pro_max__11_pro_max,11 Pro Max,apple_iphone_11_pro_max,Apple iPhone 11 Pro Max,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,12,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_11_pro_max__apple_iphone_11_pro_max,Apple iPhone 11 Pro Max,apple_iphone_11_pro_max,Apple iPhone 11 Pro Max,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,13,ativo,false,false,Nome canonico.
apple_iphone_11_pro_max__ip_11_pro_max,IP 11 Pro Max,apple_iphone_11_pro_max,Apple iPhone 11 Pro Max,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,14,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_11_pro_max__iphone_11_pro_max,iPhone 11 Pro Max,apple_iphone_11_pro_max,Apple iPhone 11 Pro Max,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,15,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_11_pro_max__iphone11promax,iPhone11ProMax,apple_iphone_11_pro_max,Apple iPhone 11 Pro Max,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,16,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_12__12,12,apple_iphone_12,Apple iPhone 12,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,17,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo. Normalizado aparece em mais de um modelo.
apple_iphone_12__apple_iphone_12,Apple iPhone 12,apple_iphone_12,Apple iPhone 12,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,18,ativo,false,false,Nome canonico.
apple_iphone_12__ip_12,IP 12,apple_iphone_12,Apple iPhone 12,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,19,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_12__iphone_12,iPhone 12,apple_iphone_12,Apple iPhone 12,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,20,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_12__iphone12,iPhone12,apple_iphone_12,Apple iPhone 12,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,21,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_12_mini__12_mini,12 Mini,apple_iphone_12_mini,Apple iPhone 12 Mini,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,22,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_12_mini__apple_iphone_12_mini,Apple iPhone 12 Mini,apple_iphone_12_mini,Apple iPhone 12 Mini,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,23,ativo,false,false,Nome canonico.
apple_iphone_12_mini__ip_12_mini,IP 12 Mini,apple_iphone_12_mini,Apple iPhone 12 Mini,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,24,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_12_mini__iphone_12_mini,iPhone 12 Mini,apple_iphone_12_mini,Apple iPhone 12 Mini,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,25,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_12_mini__iphone12mini,iPhone12Mini,apple_iphone_12_mini,Apple iPhone 12 Mini,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,26,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_12_pro__12_pro,12 Pro,apple_iphone_12_pro,Apple iPhone 12 Pro,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,27,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_12_pro__apple_iphone_12_pro,Apple iPhone 12 Pro,apple_iphone_12_pro,Apple iPhone 12 Pro,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,28,ativo,false,false,Nome canonico.
apple_iphone_12_pro__ip_12_pro,IP 12 Pro,apple_iphone_12_pro,Apple iPhone 12 Pro,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,29,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_12_pro__iphone_12_pro,iPhone 12 Pro,apple_iphone_12_pro,Apple iPhone 12 Pro,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,30,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_12_pro__iphone12pro,iPhone12Pro,apple_iphone_12_pro,Apple iPhone 12 Pro,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,31,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_12_pro_max__12_pro_max,12 Pro Max,apple_iphone_12_pro_max,Apple iPhone 12 Pro Max,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,32,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_12_pro_max__apple_iphone_12_pro_max,Apple iPhone 12 Pro Max,apple_iphone_12_pro_max,Apple iPhone 12 Pro Max,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,33,ativo,false,false,Nome canonico.
apple_iphone_12_pro_max__ip_12_pro_max,IP 12 Pro Max,apple_iphone_12_pro_max,Apple iPhone 12 Pro Max,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,34,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_12_pro_max__iphone_12_pro_max,iPhone 12 Pro Max,apple_iphone_12_pro_max,Apple iPhone 12 Pro Max,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,35,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_12_pro_max__iphone12promax,iPhone12ProMax,apple_iphone_12_pro_max,Apple iPhone 12 Pro Max,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,36,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_13__13,13,apple_iphone_13,Apple iPhone 13,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,37,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo. Normalizado aparece em mais de um modelo.
apple_iphone_13__apple_iphone_13,Apple iPhone 13,apple_iphone_13,Apple iPhone 13,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,38,ativo,false,false,Nome canonico.
apple_iphone_13__ip_13,IP 13,apple_iphone_13,Apple iPhone 13,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,39,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_13__iphone_13,iPhone 13,apple_iphone_13,Apple iPhone 13,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,40,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_13__iphone13,iPhone13,apple_iphone_13,Apple iPhone 13,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,41,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_13_mini__13_mini,13 Mini,apple_iphone_13_mini,Apple iPhone 13 Mini,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,42,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_13_mini__apple_iphone_13_mini,Apple iPhone 13 Mini,apple_iphone_13_mini,Apple iPhone 13 Mini,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,43,ativo,false,false,Nome canonico.
apple_iphone_13_mini__ip_13_mini,IP 13 Mini,apple_iphone_13_mini,Apple iPhone 13 Mini,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,44,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_13_mini__iphone_13_mini,iPhone 13 Mini,apple_iphone_13_mini,Apple iPhone 13 Mini,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,45,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_13_mini__iphone13mini,iPhone13Mini,apple_iphone_13_mini,Apple iPhone 13 Mini,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,46,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_13_pro__13_pro,13 Pro,apple_iphone_13_pro,Apple iPhone 13 Pro,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,47,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_13_pro__apple_iphone_13_pro,Apple iPhone 13 Pro,apple_iphone_13_pro,Apple iPhone 13 Pro,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,48,ativo,false,false,Nome canonico.
apple_iphone_13_pro__ip_13_pro,IP 13 Pro,apple_iphone_13_pro,Apple iPhone 13 Pro,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,49,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_13_pro__iphone_13_pro,iPhone 13 Pro,apple_iphone_13_pro,Apple iPhone 13 Pro,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,50,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_13_pro__iphone13pro,iPhone13Pro,apple_iphone_13_pro,Apple iPhone 13 Pro,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,51,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_13_pro_max__13_pro_max,13 Pro Max,apple_iphone_13_pro_max,Apple iPhone 13 Pro Max,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,52,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_13_pro_max__apple_iphone_13_pro_max,Apple iPhone 13 Pro Max,apple_iphone_13_pro_max,Apple iPhone 13 Pro Max,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,53,ativo,false,false,Nome canonico.
apple_iphone_13_pro_max__ip_13_pro_max,IP 13 Pro Max,apple_iphone_13_pro_max,Apple iPhone 13 Pro Max,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,54,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_13_pro_max__iphone_13_pro_max,iPhone 13 Pro Max,apple_iphone_13_pro_max,Apple iPhone 13 Pro Max,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,55,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_13_pro_max__iphone13promax,iPhone13ProMax,apple_iphone_13_pro_max,Apple iPhone 13 Pro Max,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,56,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_14__14,14,apple_iphone_14,Apple iPhone 14,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,57,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_14__apple_iphone_14,Apple iPhone 14,apple_iphone_14,Apple iPhone 14,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,58,ativo,false,false,Nome canonico.
apple_iphone_14__ip_14,IP 14,apple_iphone_14,Apple iPhone 14,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,59,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_14__iphone_14,iPhone 14,apple_iphone_14,Apple iPhone 14,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,60,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_14__iphone14,iPhone14,apple_iphone_14,Apple iPhone 14,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,61,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_14_plus__14_plus,14 Plus,apple_iphone_14_plus,Apple iPhone 14 Plus,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,62,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_14_plus__apple_iphone_14_plus,Apple iPhone 14 Plus,apple_iphone_14_plus,Apple iPhone 14 Plus,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,63,ativo,false,false,Nome canonico.
apple_iphone_14_plus__ip_14_plus,IP 14 Plus,apple_iphone_14_plus,Apple iPhone 14 Plus,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,64,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_14_plus__iphone_14_plus,iPhone 14 Plus,apple_iphone_14_plus,Apple iPhone 14 Plus,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,65,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_14_plus__iphone14plus,iPhone14Plus,apple_iphone_14_plus,Apple iPhone 14 Plus,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,66,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_14_pro__14_pro,14 Pro,apple_iphone_14_pro,Apple iPhone 14 Pro,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,67,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_14_pro__apple_iphone_14_pro,Apple iPhone 14 Pro,apple_iphone_14_pro,Apple iPhone 14 Pro,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,68,ativo,false,false,Nome canonico.
apple_iphone_14_pro__ip_14_pro,IP 14 Pro,apple_iphone_14_pro,Apple iPhone 14 Pro,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,69,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_14_pro__iphone_14_pro,iPhone 14 Pro,apple_iphone_14_pro,Apple iPhone 14 Pro,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,70,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_14_pro__iphone14pro,iPhone14Pro,apple_iphone_14_pro,Apple iPhone 14 Pro,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,71,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_14_pro_max__14_pro_max,14 Pro Max,apple_iphone_14_pro_max,Apple iPhone 14 Pro Max,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,72,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_14_pro_max__apple_iphone_14_pro_max,Apple iPhone 14 Pro Max,apple_iphone_14_pro_max,Apple iPhone 14 Pro Max,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,73,ativo,false,false,Nome canonico.
apple_iphone_14_pro_max__ip_14_pro_max,IP 14 Pro Max,apple_iphone_14_pro_max,Apple iPhone 14 Pro Max,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,74,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_14_pro_max__iphone_14_pro_max,iPhone 14 Pro Max,apple_iphone_14_pro_max,Apple iPhone 14 Pro Max,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,75,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_14_pro_max__iphone14promax,iPhone14ProMax,apple_iphone_14_pro_max,Apple iPhone 14 Pro Max,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,76,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_15__15,15,apple_iphone_15,Apple iPhone 15,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,77,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo. Normalizado aparece em mais de um modelo.
apple_iphone_15__apple_iphone_15,Apple iPhone 15,apple_iphone_15,Apple iPhone 15,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,78,ativo,false,false,Nome canonico.
apple_iphone_15__ip_15,IP 15,apple_iphone_15,Apple iPhone 15,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,79,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_15__iphone_15,iPhone 15,apple_iphone_15,Apple iPhone 15,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,80,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_15__iphone15,iPhone15,apple_iphone_15,Apple iPhone 15,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,81,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_15_plus__15_plus,15 Plus,apple_iphone_15_plus,Apple iPhone 15 Plus,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,82,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_15_plus__apple_iphone_15_plus,Apple iPhone 15 Plus,apple_iphone_15_plus,Apple iPhone 15 Plus,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,83,ativo,false,false,Nome canonico.
apple_iphone_15_plus__ip_15_plus,IP 15 Plus,apple_iphone_15_plus,Apple iPhone 15 Plus,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,84,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_15_plus__iphone_15_plus,iPhone 15 Plus,apple_iphone_15_plus,Apple iPhone 15 Plus,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,85,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_15_plus__iphone15plus,iPhone15Plus,apple_iphone_15_plus,Apple iPhone 15 Plus,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,86,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_15_pro__15_pro,15 Pro,apple_iphone_15_pro,Apple iPhone 15 Pro,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,87,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_15_pro__apple_iphone_15_pro,Apple iPhone 15 Pro,apple_iphone_15_pro,Apple iPhone 15 Pro,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,88,ativo,false,false,Nome canonico.
apple_iphone_15_pro__ip_15_pro,IP 15 Pro,apple_iphone_15_pro,Apple iPhone 15 Pro,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,89,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_15_pro__iphone_15_pro,iPhone 15 Pro,apple_iphone_15_pro,Apple iPhone 15 Pro,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,90,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_15_pro__iphone15pro,iPhone15Pro,apple_iphone_15_pro,Apple iPhone 15 Pro,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,91,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_15_pro_max__15_pro_max,15 Pro Max,apple_iphone_15_pro_max,Apple iPhone 15 Pro Max,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,92,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_15_pro_max__apple_iphone_15_pro_max,Apple iPhone 15 Pro Max,apple_iphone_15_pro_max,Apple iPhone 15 Pro Max,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,93,ativo,false,false,Nome canonico.
apple_iphone_15_pro_max__ip_15_pro_max,IP 15 Pro Max,apple_iphone_15_pro_max,Apple iPhone 15 Pro Max,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,94,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_15_pro_max__iphone_15_pro_max,iPhone 15 Pro Max,apple_iphone_15_pro_max,Apple iPhone 15 Pro Max,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,95,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_15_pro_max__iphone15promax,iPhone15ProMax,apple_iphone_15_pro_max,Apple iPhone 15 Pro Max,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,96,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_16__16,16,apple_iphone_16,Apple iPhone 16,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,97,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_16__apple_iphone_16,Apple iPhone 16,apple_iphone_16,Apple iPhone 16,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,98,ativo,false,false,Nome canonico.
apple_iphone_16__ip_16,IP 16,apple_iphone_16,Apple iPhone 16,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,99,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_16__iphone_16,iPhone 16,apple_iphone_16,Apple iPhone 16,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,100,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_16__iphone16,iPhone16,apple_iphone_16,Apple iPhone 16,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,101,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_16_plus__16_plus,16 Plus,apple_iphone_16_plus,Apple iPhone 16 Plus,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,102,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_16_plus__apple_iphone_16_plus,Apple iPhone 16 Plus,apple_iphone_16_plus,Apple iPhone 16 Plus,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,103,ativo,false,false,Nome canonico.
apple_iphone_16_plus__ip_16_plus,IP 16 Plus,apple_iphone_16_plus,Apple iPhone 16 Plus,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,104,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_16_plus__iphone_16_plus,iPhone 16 Plus,apple_iphone_16_plus,Apple iPhone 16 Plus,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,105,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_16_plus__iphone16plus,iPhone16Plus,apple_iphone_16_plus,Apple iPhone 16 Plus,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,106,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_16_pro__16_pro,16 Pro,apple_iphone_16_pro,Apple iPhone 16 Pro,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,107,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_16_pro__apple_iphone_16_pro,Apple iPhone 16 Pro,apple_iphone_16_pro,Apple iPhone 16 Pro,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,108,ativo,false,false,Nome canonico.
apple_iphone_16_pro__ip_16_pro,IP 16 Pro,apple_iphone_16_pro,Apple iPhone 16 Pro,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,109,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_16_pro__iphone_16_pro,iPhone 16 Pro,apple_iphone_16_pro,Apple iPhone 16 Pro,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,110,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_16_pro__iphone16pro,iPhone16Pro,apple_iphone_16_pro,Apple iPhone 16 Pro,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,111,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_16_pro_max__16_pro_max,16 Pro Max,apple_iphone_16_pro_max,Apple iPhone 16 Pro Max,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,112,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_16_pro_max__apple_iphone_16_pro_max,Apple iPhone 16 Pro Max,apple_iphone_16_pro_max,Apple iPhone 16 Pro Max,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,113,ativo,false,false,Nome canonico.
apple_iphone_16_pro_max__ip_16_pro_max,IP 16 Pro Max,apple_iphone_16_pro_max,Apple iPhone 16 Pro Max,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,114,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_16_pro_max__iphone_16_pro_max,iPhone 16 Pro Max,apple_iphone_16_pro_max,Apple iPhone 16 Pro Max,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,115,ativo,false,false,Variante comercial sem fabricante principal.
apple_iphone_16_pro_max__iphone16promax,iPhone16ProMax,apple_iphone_16_pro_max,Apple iPhone 16 Pro Max,Apple,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,116,ativo,false,false,Alias informado na planilha de capinhas.
apple_iphone_16e__16e,16e,apple_iphone_16e,Apple iPhone 16e,Apple,short,docs/catalogo/seeds/device_aliases_seed_001.csv,117,ativo,false,false,Alias curto; usar com contexto de marca quando ambiguo.
apple_iphone_16e__apple_iphone_16e,Apple iPhone 16e,apple_iphone_16e,Apple iPhone 16e,Apple,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,118,ativo,false,false,Nome canonico.
apple_iphone_16e__ip_16e,IP 16e,apple_iphone_16e,Apple iPhone 16e,Apple,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,119,ativo,false,false,Abreviacao comum de balcão.
apple_iphone_16e__iphone_16e,iPhone 16e,apple_iphone_16e,Apple iPhone 16e,Apple,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,120,ativo,false,false,Variante comercial sem fabricante principal.
