pair_id,model_a_id,model_a_name,model_a_brand,model_b_id,model_b_name,model_b_brand,supporting_group_ids,supporting_group_count,same_brand,cross_brand,best_evidence_status,worst_evidence_status,source_count,has_confirmed_supplier,has_bench_confirmation,has_probable_market,has_requires_test,has_conflict,public_visibility,mvp_eligibility,public_warning,source_files,notes
pair_0039,apple_iphone_7_plus_branco,Apple iPhone 7 Plus Branco,Apple,apple_iphone_8_plus_preto,Apple iPhone 8 Plus Preto,Apple,7 / 8 Plus P/B,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0040,apple_iphone_7_plus_preto,Apple iPhone 7 Plus Preto,Apple,apple_iphone_8_plus,Apple iPhone 8 Plus,Apple,7 / 8 Plus P/B,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0041,apple_iphone_7_plus_preto,Apple iPhone 7 Plus Preto,Apple,apple_iphone_8_plus_branco,Apple iPhone 8 Plus Branco,Apple,7 / 8 Plus P/B,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0042,apple_iphone_7_plus_preto,Apple iPhone 7 Plus Preto,Apple,apple_iphone_8_plus_preto,Apple iPhone 8 Plus Preto,Apple,7 / 8 Plus P/B,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0043,apple_iphone_7_preto,Apple iPhone 7 Preto,Apple,apple_iphone_8,Apple iPhone 8,Apple,iPhone 7/8 Preto,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0044,apple_iphone_7_preto,Apple iPhone 7 Preto,Apple,apple_iphone_8_preto,Apple iPhone 8 Preto,Apple,iPhone 7/8 Preto,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0045,apple_iphone_8,Apple iPhone 8,Apple,apple_iphone_8_branco,Apple iPhone 8 Branco,Apple,iPhone 7/8 Branco,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0046,apple_iphone_8,Apple iPhone 8,Apple,apple_iphone_8_preto,Apple iPhone 8 Preto,Apple,iPhone 7/8 Preto,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0047,apple_iphone_8,Apple iPhone 8,Apple,apple_iphone_se_2020,Apple iPhone SE 2020,Apple,iPhone 7 / 8 / SE 2020 / SE 2022,1,true,false,provavel_mercado,provavel_mercado,1,false,false,true,false,false,beta_only,BETA_COM_AVISO,Recomendado teste seco antes da aplicação em cliente,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0048,apple_iphone_8,Apple iPhone 8,Apple,apple_iphone_se_2022,Apple iPhone SE 2022,Apple,iPhone 7 / 8 / SE 2020 / SE 2022,1,true,false,provavel_mercado,provavel_mercado,1,false,false,true,false,false,beta_only,BETA_COM_AVISO,Recomendado teste seco antes da aplicação em cliente,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0049,apple_iphone_8_plus,Apple iPhone 8 Plus,Apple,apple_iphone_8_plus_branco,Apple iPhone 8 Plus Branco,Apple,7 / 8 Plus P/B,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0050,apple_iphone_8_plus,Apple iPhone 8 Plus,Apple,apple_iphone_8_plus_preto,Apple iPhone 8 Plus Preto,Apple,7 / 8 Plus P/B,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0051,apple_iphone_8_plus_branco,Apple iPhone 8 Plus Branco,Apple,apple_iphone_8_plus_preto,Apple iPhone 8 Plus Preto,Apple,7 / 8 Plus P/B,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0052,apple_iphone_se_2020,Apple iPhone SE 2020,Apple,apple_iphone_se_2022,Apple iPhone SE 2022,Apple,iPhone 7 / 8 / SE 2020 / SE 2022,1,true,false,provavel_mercado,provavel_mercado,1,false,false,true,false,false,beta_only,BETA_COM_AVISO,Recomendado teste seco antes da aplicação em cliente,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0053,apple_iphone_x,Apple iPhone X,Apple,apple_iphone_xs,Apple iPhone XS,Apple,iPhone X / XS / 11 Pro,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0054,infinix_smart_7,Infinix Smart 7,Infinix,lg_k41s,LG K41S,LG,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0055,infinix_smart_7,Infinix Smart 7,Infinix,lg_k51s,LG K51S,LG,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0056,infinix_smart_7,Infinix Smart 7,Infinix,motorola_moto_e20,Motorola Moto E20,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0057,infinix_smart_7,Infinix Smart 7,Infinix,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0058,infinix_smart_7,Infinix Smart 7,Infinix,motorola_moto_g10,Motorola Moto G10,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0059,infinix_smart_7,Infinix Smart 7,Infinix,motorola_moto_g20,Motorola Moto G20,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0060,infinix_smart_7,Infinix Smart 7,Infinix,motorola_moto_g30,Motorola Moto G30,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0061,infinix_smart_7,Infinix Smart 7,Infinix,motorola_moto_g9,Motorola Moto G9,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0062,infinix_smart_7,Infinix Smart 7,Infinix,motorola_moto_g9_play,Motorola Moto G9 Play,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0063,infinix_smart_7,Infinix Smart 7,Infinix,motorola_moto_one_fusion,Motorola Moto One Fusion,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0064,infinix_smart_7,Infinix Smart 7,Infinix,realme_c11,Realme C11,Realme,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0065,infinix_smart_7,Infinix Smart 7,Infinix,realme_c21y,Realme C21Y,Realme,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0066,infinix_smart_7,Infinix Smart 7,Infinix,realme_c25,Realme C25,Realme,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0067,infinix_smart_7,Infinix Smart 7,Infinix,realme_c35,Realme C35,Realme,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0068,infinix_smart_7,Infinix Smart 7,Infinix,redmi_9a_sport,Redmi 9A Sport,Redmi,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0069,infinix_smart_7,Infinix Smart 7,Infinix,samsung_galaxy_a02,Samsung Galaxy A02,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0070,infinix_smart_7,Infinix Smart 7,Infinix,samsung_galaxy_a02s,Samsung Galaxy A02S,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
